Title,Description,Price,Currency Code,Quantity,Tags,Materials,Section,When Made,Renewal Option,Who Made,Is Supply,Image1,Image2,Image3,Image4,Image5,Image6,Image7,Image8,Image9,Image10,Variations,SKU,Production Partner,Shipping,Listing Type,Category,Digital File
Dog Health & Training Log,"<p><strong>Keep your dog's entire health and training journey in one organized place.</strong></p>

<p>Whether you have a new puppy or a senior companion, this <strong>120+ page log book</strong> helps you track everything that matters — from vet appointments and vaccine schedules to daily walks and training milestones.</p>

<p><strong>What's Inside:</strong></p>
<ul>
  <li>📋 <strong>Dog Profile Page</strong> — name, breed, microchip, emergency contacts, food notes</li>
  <li>🏥 <strong>20 Vet Visit Records</strong> — date, diagnosis, treatment, follow-up</li>
  <li>💉 <strong>Vaccination & Preventive Care Log</strong> — track all vaccines and booster dates</li>
  <li>💊 <strong>Medication Log</strong> (6 pages) — dosage, frequency, start/end dates</li>
  <li>⚖️ <strong>Weight Tracker</strong> (2 years) — monitor health with body condition scoring</li>
  <li>🎓 <strong>Training Progress Log</strong> (12 pages) — commands, stages, mastery dates</li>
  <li>✂️ <strong>Grooming Log</strong> (10 pages) — bath, brush, nails, ears, teeth, haircut</li>
  <li>🐾 <strong>Daily Walk & Activity Log</strong> (52 pages) — a full year of daily exercise tracking</li>
  <li>🚨 <strong>Incident & Injury Log</strong> — record accidents and unusual behavior</li>
  <li>📝 <strong>Notes Pages</strong> (12 pages) — extra space for anything else</li>
</ul>

<p><strong>Perfect for:</strong> New dog owners, pet sitters, veterinary clients, multi-dog households</p>
<p><strong>Great as a gift</strong> for anyone who just got a new puppy or rescue dog!</p>

<p>6"" x 9"" format — easy to carry to vet appointments. Matte cover. Printed in the USA.</p>

---

INSTANT DOWNLOAD
After purchase, you'll receive a downloadable PDF immediately.

FORMAT
- High-quality printable PDF
- US Letter (8.5 x 11) and A4 friendly
- Print at home, at any print shop, or use digitally

REFUND POLICY
Digital downloads are non-refundable due to their instant nature. If you have any issues, message me and I'll make it right.

COPYRIGHT
For personal use only. Not for resale or redistribution.

Thank you for supporting an indie creator.",9.99,USD,999,"dog health log book,printable,digital download,instant download,pdf download,planner,journal,digital art,printable planner,minimalist,pdf,digital,aesthetic","PDF,digital,printable",Printable Planner,made_to_order,automatic,i_did,false,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\dog-health-training-log\cover.pdf,,,,,,,,,,,KDP-DOG-HEALTH-TRAINING-LOG,,Digital,download,Craft Supplies & Tools > Patterns & How To > Patterns,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\dog-health-training-log\dog_health_training_log.pdf
"Dot Marker Activity Book for Toddlers Ages 2-5: 50 Fun Dab & Dot Coloring Pages with Circles, Patterns & Shapes","Dot Marker Activity Book for Toddlers Ages 2-5: 50 Fun Dab & Dot Coloring Pages with Circles, Patterns & Shapes

---

INSTANT DOWNLOAD
After purchase, you'll receive a downloadable PDF immediately.

FORMAT
- High-quality printable PDF
- US Letter (8.5 x 11) and A4 friendly
- Print at home, at any print shop, or use digitally

REFUND POLICY
Digital downloads are non-refundable due to their instant nature. If you have any issues, message me and I'll make it right.

COPYRIGHT
For personal use only. Not for resale or redistribution.

Thank you for supporting an indie creator.",7.99,USD,999,"dab marker coloring,printable,digital download,instant download,pdf download,planner,journal,digital art,printable planner,minimalist,pdf,digital,aesthetic","PDF,digital,printable",Printable Art,made_to_order,automatic,i_did,false,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\dot-marker-kids\cover.png,,,,,,,,,,,KDP-DOT-MARKER-KIDS,,Digital,download,Craft Supplies & Tools > Patterns & How To > Patterns,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\dot-marker-kids\dot_marker_kids.pdf
Fishing Log Book: The Ultimate Angler's Journal,"**Never Forget a Great Catch Again**

Whether you're a weekend angler or a serious fishing enthusiast, this comprehensive Fishing Log Book is designed to help you record every detail of your fishing adventures — so you can learn from each trip and consistently catch more fish.

**Inside Each of the 100 Trip Log Pages:**
- Date, time, and precise location details
- Weather conditions and water temperature
- Water clarity and body type
- Complete gear tracking (rod, reel, line, bait/lure, hook size, technique)
- Catch record table (species, length, weight, time, catch & release)
- Notes and observations section
- Trip rating and personal best tracker

**Also Includes:**
- Welcome & How to Use guide
- My Angler Profile page (personal info & goals)
- Pro fishing tips for better results
- Trophy Catches summary table for personal records
- 100 structured trip log pages — enough for years of fishing

**Why Anglers Love Keeping a Fishing Journal:**
Experienced fishermen know that patterns repeat. The bait that worked last October in the same lake will likely work again. The water temperature when you caught your personal best matters. Keeping records turns luck into skill.

**Perfect Gift For:**
- Fishing enthusiasts
- Fathers, grandfathers, and sons who love fishing
- Bass, trout, salmon, catfish, and saltwater anglers
- Fly fishing fans
- Anyone who wants to improve their fishing success

6"" x 9"" paperback | 120 pages | Navy blue cover with professional design

---

INSTANT DOWNLOAD
After purchase, you'll receive a downloadable PDF immediately.

FORMAT
- High-quality printable PDF
- US Letter (8.5 x 11) and A4 friendly
- Print at home, at any print shop, or use digitally

REFUND POLICY
Digital downloads are non-refundable due to their instant nature. If you have any issues, message me and I'll make it right.

COPYRIGHT
For personal use only. Not for resale or redistribution.

Thank you for supporting an indie creator.",7.99,USD,999,"fishing log book,printable,digital download,instant download,pdf download,planner,journal,digital art,printable planner,minimalist,pdf,digital,aesthetic","PDF,digital,printable",Printable Planner,made_to_order,automatic,i_did,false,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\fishing-log-book\cover.pdf,,,,,,,,,,,KDP-FISHING-LOG-BOOK,,Digital,download,Craft Supplies & Tools > Patterns & How To > Patterns,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\fishing-log-book\fishing_log_book.pdf
"Gen Z Stress Management Workbook: 30-Day Guided Journal for Anxiety, Social Media Detox & Mental Clarity","Gen Z Stress Management Workbook: 30-Day Guided Journal for Anxiety, Social Media Detox & Mental Clarity

---

INSTANT DOWNLOAD
After purchase, you'll receive a downloadable PDF immediately.

FORMAT
- High-quality printable PDF
- US Letter (8.5 x 11) and A4 friendly
- Print at home, at any print shop, or use digitally

REFUND POLICY
Digital downloads are non-refundable due to their instant nature. If you have any issues, message me and I'll make it right.

COPYRIGHT
For personal use only. Not for resale or redistribution.

Thank you for supporting an indie creator.",11.99,USD,999,"overthinking journal,printable,digital download,instant download,pdf download,planner,journal,digital art,printable planner,minimalist,pdf,digital,aesthetic","PDF,digital,printable",Digital Download,made_to_order,automatic,i_did,false,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\genz-stress\cover.pdf,,,,,,,,,,,KDP-GENZ-STRESS,,Digital,download,Craft Supplies & Tools > Patterns & How To > Patterns,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\genz-stress\genz_stress.pdf
Grief Journal for the Loss of a Parent,"**The world is louder for everyone else now. Quieter for you.**

Losing a parent is the loss most people will live through and the loss most people are most alone in. The cards stop arriving. The casserole dishes go home. And then a Tuesday in February arrives and you cannot make it to the front door.

This guided journal sits with you on those Tuesdays. It is not a 12-step program. It is not a ""moving on"" playbook. It is a place - structured by someone who knows that grief is not a problem to be solved.

**INSIDE THIS JOURNAL**

**THEIR STORY** - memorial pages
- About my mother / father - name, voice, hands, laugh
- Who they were - what they loved, their faith, their hardest year
- Two photo placeholder pages with prompts (""when I look at this photo..."")

**FIRST WEEK** - seven longer entries for the rawest days
- Day One - the first day without them
- Day Two - the people who showed up (and who didn't)
- Day Three - their empty place
- Day Four - the story of their last day
- Day Five - how my body is taking it
- Day Six - their voice in my head
- Day Seven - closing the first week

**60 DAILY CHECK-INS** - a 5-minute rhythm for the hardest two months
- Heaviness scale (1-10) - one word for today
- ""I missed them most when...""
- Something that helped (or did not)
- One small thing for tomorrow

**WEEKLY REFLECTIONS** every ~10 days - to surface progress you cannot feel.

**MILESTONE PAGES** at 1 Month, 3 Months, 6 Months, and 1 Year - the longer reflections that honor where you are. Letters to them, letters to your Day-One self, the ""firsts"" you have carried.

**FIVE LETTER PAGES** - direct space to write to them. Dear ____________________.

**MEMORIAL LISTS**
- Ten Things They Taught Me
- Ten Memories I Never Want to Lose
- Their Sayings, Their Phrases
- Five Traits I Hope I Inherited

**THE STAGES OF GRIEF** - including David Kessler's sixth stage, *Meaning* - so you know nothing you feel is wrong.

**SUPPORT RESOURCES** - 988 Lifeline, SAMHSA, GriefShare, Modern Loss, The Dinner Party, and the books that have helped many readers (Megan Devine, Joan Didion, Hope Edelman).

**WHO THIS IS FOR**
- Adults grieving the recent death of a mother or father
- Adult children whose parent died years ago and the grief has resurfaced
- Sympathy gift for a friend, sibling, or coworker after a parent's passing
- Those navigating anticipatory grief during a parent's terminal illness

**FORMAT**
- 6 x 9 in - fits in a nightstand drawer or a handbag
- ~67 pages, soft cover, print-on-demand
- Photo placeholder boxes - tape or paste your own pictures inside
- Margins designed for left- and right-handed writers

**A NOTE ON LOVE**
The grief is the size of the love. It does not shrink. You learn to grow around it - and one day you find you have built a larger life because of who they were.

**You don't have to be ready. You only have to open the page.**

---

---

INSTANT DOWNLOAD
After purchase, you'll receive a downloadable PDF immediately.

FORMAT
- High-quality printable PDF
- US Letter (8.5 x 11) and A4 friendly
- Print at home, at any print shop, or use digitally

REFUND POLICY
Digital downloads are non-refundable due to their instant nature. If you have any issues, message me and I'll make it right.

COPYRIGHT
For personal use only. Not for resale or redistribution.

Thank you for supporting an indie creator.",5.99,USD,999,"grief workbook adult,printable,digital download,instant download,pdf download,planner,journal,digital art,printable planner,minimalist,pdf,digital,aesthetic","PDF,digital,printable",Printable Planner,made_to_order,automatic,i_did,false,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\grief-journal-loss-of-parent\cover.pdf,,,,,,,,,,,KDP-GRIEF-JOURNAL-LOSS-OF-PARENT,,Digital,download,Craft Supplies & Tools > Patterns & How To > Patterns,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\grief-journal-loss-of-parent\grief_journal_loss_of_parent.pdf
"Confidence Building for Introverts: 20 Strategies to Speak Up, Stand Out & Thrive Without Changing Who You Are","Confidence Building for Introverts: 20 Strategies to Speak Up, Stand Out & Thrive Without Changing Who You Are

---

INSTANT DOWNLOAD
After purchase, you'll receive a downloadable PDF immediately.

FORMAT
- High-quality printable PDF
- US Letter (8.5 x 11) and A4 friendly
- Print at home, at any print shop, or use digitally

REFUND POLICY
Digital downloads are non-refundable due to their instant nature. If you have any issues, message me and I'll make it right.

COPYRIGHT
For personal use only. Not for resale or redistribution.

Thank you for supporting an indie creator.",14.99,USD,999,"introvert self help,introvert workplace,introvert leadership,printable,digital download,instant download,pdf download,planner,journal,digital art,printable planner,minimalist,pdf","PDF,digital,printable",Digital Download,made_to_order,automatic,i_did,false,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\introvert-confidence\cover.pdf,,,,,,,,,,,KDP-INTROVERT-CONFIDENCE,,Digital,download,Craft Supplies & Tools > Patterns & How To > Patterns,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\introvert-confidence\introvert_confidence.pdf
Math Workbook for 1st Graders: 100+ Pages of Addition and Subtraction Practice with Numbers 1-20  -  Answer Key Included,"Math Workbook for 1st Graders: 100+ Pages of Addition and Subtraction Practice with Numbers 1-20  -  Answer Key Included

---

INSTANT DOWNLOAD
After purchase, you'll receive a downloadable PDF immediately.

FORMAT
- High-quality printable PDF
- US Letter (8.5 x 11) and A4 friendly
- Print at home, at any print shop, or use digitally

REFUND POLICY
Digital downloads are non-refundable due to their instant nature. If you have any issues, message me and I'll make it right.

COPYRIGHT
For personal use only. Not for resale or redistribution.

Thank you for supporting an indie creator.",6.99,USD,999,"first grade math,printable,digital download,instant download,pdf download,planner,journal,digital art,printable planner,minimalist,pdf,digital,aesthetic","PDF,digital,printable",Kids Printable,made_to_order,automatic,i_did,false,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\math-workbook-grade1\cover.pdf,,,,,,,,,,,KDP-MATH-WORKBOOK-GRADE1,,Digital,download,Craft Supplies & Tools > Patterns & How To > Patterns,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\math-workbook-grade1\math_workbook_grade1.pdf
"Weekly Meal Prep Planner: 52-Week Food Planning Journal with Grocery Lists, Macro Tracking & Recipe Notes for Healthy Eating","Weekly Meal Prep Planner: 52-Week Food Planning Journal with Grocery Lists, Macro Tracking & Recipe Notes for Healthy Eating

---

INSTANT DOWNLOAD
After purchase, you'll receive a downloadable PDF immediately.

FORMAT
- High-quality printable PDF
- US Letter (8.5 x 11) and A4 friendly
- Print at home, at any print shop, or use digitally

REFUND POLICY
Digital downloads are non-refundable due to their instant nature. If you have any issues, message me and I'll make it right.

COPYRIGHT
For personal use only. Not for resale or redistribution.

Thank you for supporting an indie creator.",9.99,USD,999,"meal prep planner,food planning book,grocery list planner,meal prep journal,printable,digital download,instant download,pdf download,planner,journal,digital art,printable planner,minimalist","PDF,digital,printable",Printable Planner,made_to_order,automatic,i_did,false,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\meal-prep-planner\cover.pdf,,,,,,,,,,,KDP-MEAL-PREP-PLANNER,,Digital,download,Craft Supplies & Tools > Patterns & How To > Patterns,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\meal-prep-planner\meal_prep_planner.pdf
"30-Day Mental Reset Journal: Daily Guided Prompts for Emotional Clarity, Gratitude & Inner Peace","Feeling overwhelmed? Stuck in a mental loop? This journal gives you 30 days of carefully crafted prompts to help you reset, reflect, and reconnect with yourself.

No complicated systems. No toxic positivity. Just honest, gentle questions that help you process what you're feeling.

WHAT'S INSIDE:
★ 30 Daily Prompts — each with a unique theme (Release, Gratitude, Courage, Boundaries, Joy...)
★ Morning Mood Check — track how you feel before writing
★ ""Letting Go"" Section — name one thing to release each day
★ Daily Gratitude Line — end every entry on a positive note
★ 4 Weekly Reflections — spot patterns, celebrate progress
★ 10 Free Write Pages — for when you just need to let it out
★ No-Pressure Approach — even 3 words count

THEMES COVERED:
• Emotional awareness • Setting boundaries • Self-forgiveness
• Gratitude • Body connection • Fear & courage
• Relationships • Vision & purpose • Joy & contentment

PERFECT FOR:
✓ Anyone going through a tough season
✓ People recovering from burnout
✓ Therapy companions (great between sessions)
✓ Morning or evening journaling practice
✓ Gift for someone who needs a reset

BOOK DETAILS:
• Size: 8.5 x 11 inches
• Pages: 47
• Undated — start anytime
• Calming earth-tone design

---

INSTANT DOWNLOAD
After purchase, you'll receive a downloadable PDF immediately.

FORMAT
- High-quality printable PDF
- US Letter (8.5 x 11) and A4 friendly
- Print at home, at any print shop, or use digitally

REFUND POLICY
Digital downloads are non-refundable due to their instant nature. If you have any issues, message me and I'll make it right.

COPYRIGHT
For personal use only. Not for resale or redistribution.

Thank you for supporting an indie creator.",9.99,USD,999,"mental reset journal,self care journal,mindfulness journal,printable,digital download,instant download,pdf download,planner,journal,digital art,printable planner,minimalist,pdf","PDF,digital,printable",Printable Planner,made_to_order,automatic,i_did,false,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\mental-reset-journal\cover_verify.png,,,,,,,,,,,KDP-MENTAL-RESET-JOURNAL,,Digital,download,Craft Supplies & Tools > Patterns & How To > Patterns,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\mental-reset-journal\mental_reset_journal.pdf
"Migraine & Headache Tracker: 13-Week Daily Journal for Pain, Triggers, Medication & Hormones with Neurologist Visit Prep Pages","Most patients walk into a neurologist's office trying to remember the last three months from memory. This 13-week tracker fixes that.

Each daily page captures peak pain (0-10), type and location, aura, associated symptoms (nausea, photophobia, allodynia), triggers (food, sleep, hormonal, weather, stress), rescue medication taken, and what actually relieved the attack. Weekly Reviews surface trends with a daily pain chart. Monthly Neurologist Visit Prep pages turn three months of data into a focused conversation with your doctor.

What's inside:
- 13 weeks of daily attack logs (0-10 severity scale, headache type, location, aura)
- 13 weekly review pages with daily pain trend graph
- 3 Neurologist Visit Prep sheets (top triggers, medication response, questions to ask, plan)
- Quick-reference trigger guide (food/drink, sleep, hormonal, environment, weather, stress, physical, medical)
- Preventive & rescue medication log with medication-overuse headache (MOH) alert
- Personal info, headache history, primary diagnosis, allergies

Designed for chronic migraine sufferers, tension headache patients, cluster headache fighters, and anyone whose neurologist asked them to ""keep a headache diary."" Identify triggers most patients miss. Walk into your next appointment with receipts.

---

INSTANT DOWNLOAD
After purchase, you'll receive a downloadable PDF immediately.

FORMAT
- High-quality printable PDF
- US Letter (8.5 x 11) and A4 friendly
- Print at home, at any print shop, or use digitally

REFUND POLICY
Digital downloads are non-refundable due to their instant nature. If you have any issues, message me and I'll make it right.

COPYRIGHT
For personal use only. Not for resale or redistribution.

Thank you for supporting an indie creator.",8.99,USD,999,"printable,digital download,instant download,pdf download,planner,journal,digital art,printable planner,minimalist,pdf,digital,aesthetic,download","PDF,digital,printable",Printable Planner,made_to_order,automatic,i_did,false,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\migraine-headache-tracker\cover.pdf,,,,,,,,,,,KDP-MIGRAINE-HEADACHE-TRACKER,,Digital,download,Craft Supplies & Tools > Patterns & How To > Patterns,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\migraine-headache-tracker\migraine_headache_tracker.pdf
Mileage Log Book for Taxes,"**Track Every Mile. Maximize Every Deduction.**

If you drive for work, this Mileage Log Book is the simplest way to keep an IRS-compliant record of your business miles — and turn them into one of the biggest tax deductions you can claim. At the 2026 standard mileage rate, every 1,000 business miles can mean hundreds of dollars back at tax time. But only if you have the records to prove it.

This 105-page logbook is built for drivers who need clean, organized, contemporaneous records — without complicated apps, monthly subscriptions, or technology that fails when you need it most.

**Perfect for:**
- Self-employed professionals filing Schedule C
- Rideshare drivers (Uber, Lyft, Bolt)
- Delivery drivers (DoorDash, Uber Eats, Instacart, Grubhub, Amazon Flex)
- Real estate agents, realtors, and brokers
- Small business owners and freelancers
- Sales reps and field service technicians
- Independent contractors and consultants
- Caregivers and home health aides
- Anyone who claims a vehicle deduction on their tax return

**What's Inside:**
- Vehicle & owner information page (make, model, VIN, plate, insurance)
- Annual mileage summary with built-in tax deduction calculator
- 12 monthly summary pages with starting/ending odometer, business vs. personal miles, fuel and maintenance totals
- 84 detailed trip log pages — over 1,800 trip entries with Date, Start Odometer, End Odometer, Total Miles, Destination, Business Purpose, and Business / Personal flag
- 4 vehicle expense log sections for fuel, maintenance, tolls, parking, insurance, and repairs
- Year-end tax checklist and IRS resource list (Pub 463, Schedule C, Form 2106)
- Clear instructions explaining what counts as business mileage

**Why This Logbook Works:**
- Large 8.5 x 11 size — write big, write fast, no squinting
- Glove-box friendly and built to last a full tax year
- IRS-aligned record keeping (date, miles, destination, purpose)
- No batteries, no apps, no privacy worries
- Stands up in an audit — handwritten contemporaneous logs are still the gold standard

Stop guessing your mileage. Stop losing deductions. Grab this logbook, drop it in your glove box, and start tracking the miles that put money back in your pocket.

---

INSTANT DOWNLOAD
After purchase, you'll receive a downloadable PDF immediately.

FORMAT
- High-quality printable PDF
- US Letter (8.5 x 11) and A4 friendly
- Print at home, at any print shop, or use digitally

REFUND POLICY
Digital downloads are non-refundable due to their instant nature. If you have any issues, message me and I'll make it right.

COPYRIGHT
For personal use only. Not for resale or redistribution.

Thank you for supporting an indie creator.",5.99,USD,999,"printable,digital download,instant download,pdf download,planner,journal,digital art,printable planner,minimalist,pdf,digital,aesthetic,download","PDF,digital,printable",Printable Planner,made_to_order,automatic,i_did,false,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\etsy\cover_generated\mileage-log-book.png,,,,,,,,,,,KDP-MILEAGE-LOG-BOOK,,Digital,download,Craft Supplies & Tools > Patterns & How To > Patterns,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\mileage-log-book\mileage_log_book.pdf
Mileage Log Book for Self-Employed & Rideshare Drivers,"**Stop leaving thousands of dollars on the table at tax time.**

If you drive for Uber, Lyft, DoorDash, Instacart, Amazon Flex, or you're a self-employed contractor, this mileage log book is the documentation tool the IRS expects you to keep. Rideshare apps only show your **on-trip miles** — but the IRS allows you to deduct **all business-related driving**, including the miles between rides, the drive to your first pickup, parking searches, and the trip home from your last drop-off. With the 2026 standard mileage rate, every untracked mile costs you real dollars in your refund.

This 6""×9"" paperback gives you everything you need to capture every deductible mile, contemporaneously, the way the IRS Publication 463 actually requires.

---

INSTANT DOWNLOAD
After purchase, you'll receive a downloadable PDF immediately.

FORMAT
- High-quality printable PDF
- US Letter (8.5 x 11) and A4 friendly
- Print at home, at any print shop, or use digitally

REFUND POLICY
Digital downloads are non-refundable due to their instant nature. If you have any issues, message me and I'll make it right.

COPYRIGHT
For personal use only. Not for resale or redistribution.

Thank you for supporting an indie creator.",5.99,USD,999,"printable,digital download,instant download,pdf download,planner,journal,digital art,printable planner,minimalist,pdf,digital,aesthetic,download","PDF,digital,printable",Printable Planner,made_to_order,automatic,i_did,false,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\etsy\cover_generated\mileage-log-rideshare.png,,,,,,,,,,,KDP-MILEAGE-LOG-RIDESHARE,,Digital,download,Craft Supplies & Tools > Patterns & How To > Patterns,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\mileage-log-rideshare\mileage_log_rideshare.pdf
Password Logbook: Internet Password Organizer with Alphabetical Tabs  -  Large Print  -  120+ Pages,"Are you tired of forgetting your passwords? This Password Logbook is the simplest way to keep all your online accounts organized and secure.

WHAT'S INSIDE:
★ Alphabetical A-Z tabs for quick lookup
★ 120+ pages with room for hundreds of accounts
★ Large print format — easy on the eyes
★ Space for Website, URL, Username, Password, Email & Notes
★ Clean, professional layout
★ Additional notes pages at the back

PERFECT FOR:
• Seniors who prefer pen & paper over digital tools
• Anyone juggling multiple online accounts
• A thoughtful gift for parents and grandparents
• Small business owners tracking work accounts

BOOK DETAILS:
• Size: 8.5 x 11 inches (US Letter)
• Pages: 120+
• Paper: White
• Cover: Matte finish

Keep your digital life organized the old-fashioned way. No batteries required!

⚠ SECURITY TIP: Store this book in a safe, private location. Never share it with anyone you don't trust.

---

INSTANT DOWNLOAD
After purchase, you'll receive a downloadable PDF immediately.

FORMAT
- High-quality printable PDF
- US Letter (8.5 x 11) and A4 friendly
- Print at home, at any print shop, or use digitally

REFUND POLICY
Digital downloads are non-refundable due to their instant nature. If you have any issues, message me and I'll make it right.

COPYRIGHT
For personal use only. Not for resale or redistribution.

Thank you for supporting an indie creator.",6.99,USD,999,"printable,digital download,instant download,pdf download,planner,journal,digital art,printable planner,minimalist,pdf,digital,aesthetic,download","PDF,digital,printable",Printable Planner,made_to_order,automatic,i_did,false,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\password-logbook\cover.pdf,,,,,,,,,,,KDP-PASSWORD-LOGBOOK,,Digital,download,Craft Supplies & Tools > Patterns & How To > Patterns,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\password-logbook\password_logbook.pdf
Password Logbook Premium: Extra Large Print Edition for Seniors  -  Internet Password Organizer with A-Z Tabs,"Password Logbook Premium: Extra Large Print Edition for Seniors  -  Internet Password Organizer with A-Z Tabs

---

INSTANT DOWNLOAD
After purchase, you'll receive a downloadable PDF immediately.

FORMAT
- High-quality printable PDF
- US Letter (8.5 x 11) and A4 friendly
- Print at home, at any print shop, or use digitally

REFUND POLICY
Digital downloads are non-refundable due to their instant nature. If you have any issues, message me and I'll make it right.

COPYRIGHT
For personal use only. Not for resale or redistribution.

Thank you for supporting an indie creator.",8.99,USD,999,"printable,digital download,instant download,pdf download,planner,journal,digital art,printable planner,minimalist,pdf,digital,aesthetic,download","PDF,digital,printable",Printable Planner,made_to_order,automatic,i_did,false,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\password-logbook-premium\cover_verify.png,,,,,,,,,,,KDP-PASSWORD-LOGBOOK-PREMIUM,,Digital,download,Craft Supplies & Tools > Patterns & How To > Patterns,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\password-logbook-premium\password_logbook_premium.pdf
Postpartum Pelvic Floor Recovery Journal: 12-Week Daily Tracker for New Moms,"Most postpartum care ends at the 6-week visit — but pelvic floor recovery doesn't. This 12-week daily journal is built for the fourth trimester, the months when leakage, prolapse heaviness, and perineal or C-section pain are most plastic — and most often dismissed.

Each daily page captures Kegel sets (long holds + quick flicks), leakage episodes, urge symptoms, prolapse heaviness, perineum / incision pain, sleep, mood, and movement. Weekly Reviews surface trends. Four Pelvic Floor PT Visit Prep pages turn three months of data into a clear conversation with your PT — most postpartum patients in the U.S. never get a referral, and showing up with data is how you change that.

What's inside:
- 12 weeks of daily symptom logs (0-5 severity scale, 8 core symptoms)
- Daily Kegel log: long holds, quick flicks, how it felt
- 12 weekly review pages with leakage trend graph
- 4 Pelvic Floor PT Visit Prep sheets (top symptoms, return-to-activity goals, questions, home program)
- Recovery milestones reference (week 1-2, 3-6, 6-week check-up, 7-12, beyond)
- Kegel & symptom guide (leakage types, prolapse sensations, pain locations, red flags)
- Baseline assessment (Day 1) + 12-week checkpoint
- Personal info, OB, PT, lactation consultant, and medication log

Designed for new moms after vaginal birth, C-section, or VBAC who want a real recovery, not a guesswork one — and who want to walk into their next pelvic-floor PT appointment prepared.

---

INSTANT DOWNLOAD
After purchase, you'll receive a downloadable PDF immediately.

FORMAT
- High-quality printable PDF
- US Letter (8.5 x 11) and A4 friendly
- Print at home, at any print shop, or use digitally

REFUND POLICY
Digital downloads are non-refundable due to their instant nature. If you have any issues, message me and I'll make it right.

COPYRIGHT
For personal use only. Not for resale or redistribution.

Thank you for supporting an indie creator.",11.99,USD,999,"printable,digital download,instant download,pdf download,planner,journal,digital art,printable planner,minimalist,pdf,digital,aesthetic,download","PDF,digital,printable",Printable Planner,made_to_order,automatic,i_did,false,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\etsy\cover_generated\pelvic-floor-recovery-journal.png,,,,,,,,,,,KDP-PELVIC-FLOOR-RECOVERY-JOURNAL,,Digital,download,Craft Supplies & Tools > Patterns & How To > Patterns,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\pelvic-floor-recovery-journal\pelvic_floor_recovery_journal.pdf
